Logistics_ID,Ref_OrderID,Delivery_Status
TRK-923084,ORD-123084,RTO
TRK-923085,ORD-123085,RTO
TRK-923086,ORD-123086,RTO
TRK-923087,ORD-123087,Delivered
TRK-923088,ORD-123088,Delivered
TRK-923089,ORD-123089,RTO
TRK-923090,ORD-123090,Delivered
TRK-923091,ORD-123091,RTO
TRK-923093,ORD-123093,RTO
TRK-923094,ORD-123094,In Transit
TRK-923095,ORD-123095,RTO
TRK-923096,ORD-123096,RTO
TRK-923097,ORD-123097,In Transit
TRK-923099,ORD-123099,In Transit
TRK-923100,ORD-123100,Delivered
TRK-923101,ORD-123101,Delivered
TRK-923102,ORD-123102,RTO
TRK-923103,ORD-123103,RTO
TRK-923105,ORD-123105,RTO
TRK-923106,ORD-123106,RTO
TRK-923107,ORD-123107,In Transit
TRK-923108,ORD-123108,In Transit
TRK-923109,ORD-123109,RTO
TRK-923110,ORD-123110,In Transit
TRK-923111,ORD-123111,In Transit
TRK-923112,ORD-123112,Delivered
TRK-923113,ORD-123113,Delivered
TRK-923114,ORD-123114,RTO
TRK-923115,ORD-123115,RTO
TRK-923116,ORD-123116,Delivered
TRK-923117,ORD-123117,RTO
TRK-923118,ORD-123118,RTO
TRK-923119,ORD-123119,Delivered
TRK-923120,ORD-123120,In Transit
TRK-923121,ORD-123121,Delivered
TRK-923122,ORD-123122,RTO
TRK-923123,ORD-123123,RTO
TRK-923124,ORD-123124,Delivered
TRK-923125,ORD-123125,Delivered
TRK-923126,ORD-123126,In Transit
TRK-923127,ORD-123127,Delivered
TRK-923128,ORD-123128,RTO
TRK-923129,ORD-123129,RTO
TRK-923130,ORD-123130,In Transit
TRK-923131,ORD-123131,Delivered
TRK-923132,ORD-123132,In Transit
TRK-923133,ORD-123133,RTO
TRK-923134,ORD-123134,Delivered
TRK-923135,ORD-123135,Delivered
TRK-923137,ORD-123137,In Transit
TRK-923138,ORD-123138,RTO
TRK-923139,ORD-123139,RTO
TRK-923140,ORD-123140,In Transit
TRK-923141,ORD-123141,Delivered
TRK-923142,ORD-123142,Delivered
TRK-923143,ORD-123143,In Transit
TRK-923144,ORD-123144,In Transit
TRK-923145,ORD-123145,Delivered
TRK-923146,ORD-123146,RTO
TRK-923147,ORD-123147,Delivered
TRK-923148,ORD-123148,RTO
TRK-923149,ORD-123149,RTO
TRK-923150,ORD-123150,Delivered
TRK-923151,ORD-123151,Delivered
TRK-923153,ORD-123153,In Transit
TRK-923154,ORD-123154,RTO
TRK-923155,ORD-123155,In Transit
TRK-923156,ORD-123156,Delivered
TRK-923157,ORD-123157,In Transit
TRK-923158,ORD-123158,In Transit
TRK-923159,ORD-123159,Delivered
TRK-923161,ORD-123161,Delivered
TRK-923162,ORD-123162,In Transit
TRK-923163,ORD-123163,RTO
TRK-923164,ORD-123164,In Transit
TRK-923165,ORD-123165,Delivered
TRK-923166,ORD-123166,In Transit
TRK-923167,ORD-123167,Delivered
TRK-923168,ORD-123168,Delivered
TRK-923169,ORD-123169,RTO
TRK-923170,ORD-123170,Delivered
TRK-923171,ORD-123171,Delivered
TRK-923172,ORD-123172,RTO
TRK-923173,ORD-123173,RTO
TRK-923174,ORD-123174,RTO
TRK-923175,ORD-123175,Delivered
TRK-923176,ORD-123176,RTO
TRK-923177,ORD-123177,RTO
TRK-923178,ORD-123178,Delivered
TRK-923179,ORD-123179,In Transit
TRK-923180,ORD-123180,In Transit
TRK-923181,ORD-123181,Delivered
TRK-923182,ORD-123182,In Transit
TRK-923184,ORD-123184,RTO
TRK-923185,ORD-123185,In Transit
TRK-923186,ORD-123186,In Transit
TRK-923187,ORD-123187,RTO
TRK-923188,ORD-123188,In Transit
TRK-923189,ORD-123189,RTO
TRK-923190,ORD-123190,In Transit
TRK-923191,ORD-123191,Delivered
TRK-923192,ORD-123192,Delivered
TRK-923193,ORD-123193,In Transit
TRK-923194,ORD-123194,RTO
TRK-923195,ORD-123195,Delivered
TRK-923196,ORD-123196,In Transit
TRK-923197,ORD-123197,RTO
TRK-923198,ORD-123198,In Transit
TRK-923199,ORD-123199,In Transit
TRK-923200,ORD-123200,Delivered
TRK-923201,ORD-123201,RTO
TRK-923202,ORD-123202,Delivered
TRK-923203,ORD-123203,Delivered
TRK-923204,ORD-123204,RTO
TRK-923206,ORD-123206,RTO
TRK-923207,ORD-123207,Delivered
TRK-923208,ORD-123208,In Transit
TRK-923209,ORD-123209,RTO
TRK-923210,ORD-123210,In Transit
TRK-923211,ORD-123211,In Transit
TRK-923212,ORD-123212,Delivered
TRK-923213,ORD-123213,Delivered
TRK-923214,ORD-123214,Delivered
TRK-923215,ORD-123215,RTO
TRK-923216,ORD-123216,Delivered
TRK-923217,ORD-123217,RTO
TRK-923218,ORD-123218,Delivered
TRK-923219,ORD-123219,In Transit
TRK-923220,ORD-123220,Delivered
TRK-923221,ORD-123221,RTO
TRK-923222,ORD-123222,RTO
TRK-923223,ORD-123223,Delivered
TRK-923224,ORD-123224,Delivered
TRK-923225,ORD-123225,Delivered
TRK-923226,ORD-123226,Delivered
TRK-923227,ORD-123227,Delivered
TRK-923228,ORD-123228,Delivered
TRK-923229,ORD-123229,In Transit
TRK-923230,ORD-123230,Delivered
TRK-923231,ORD-123231,RTO
TRK-923232,ORD-123232,In Transit
TRK-923233,ORD-123233,In Transit
TRK-923234,ORD-123234,In Transit
TRK-923235,ORD-123235,RTO
TRK-923236,ORD-123236,In Transit
TRK-923237,ORD-123237,RTO
TRK-923238,ORD-123238,Delivered
TRK-923239,ORD-123239,RTO
TRK-923240,ORD-123240,In Transit
TRK-923241,ORD-123241,Delivered
TRK-923242,ORD-123242,Delivered
TRK-923243,ORD-123243,RTO
TRK-923244,ORD-123244,Delivered
TRK-923245,ORD-123245,Delivered
TRK-923246,ORD-123246,Delivered
TRK-923247,ORD-123247,RTO
TRK-923249,ORD-123249,In Transit
TRK-923250,ORD-123250,RTO
TRK-923251,ORD-123251,In Transit
TRK-923252,ORD-123252,RTO
TRK-923253,ORD-123253,RTO
TRK-923254,ORD-123254,RTO
TRK-923255,ORD-123255,In Transit
TRK-923256,ORD-123256,Delivered
TRK-923257,ORD-123257,In Transit
TRK-923258,ORD-123258,Delivered
TRK-923260,ORD-123260,In Transit
TRK-923261,ORD-123261,RTO
TRK-923262,ORD-123262,RTO
TRK-923263,ORD-123263,In Transit
TRK-923264,ORD-123264,RTO
TRK-923265,ORD-123265,In Transit
TRK-923266,ORD-123266,RTO
TRK-923267,ORD-123267,In Transit
TRK-923268,ORD-123268,Delivered
TRK-923269,ORD-123269,In Transit
TRK-923270,ORD-123270,Delivered
TRK-923271,ORD-123271,Delivered
TRK-923272,ORD-123272,RTO
TRK-923273,ORD-123273,In Transit
TRK-923274,ORD-123274,RTO
TRK-923275,ORD-123275,RTO
TRK-923276,ORD-123276,Delivered
TRK-923277,ORD-123277,Delivered
TRK-923278,ORD-123278,RTO
TRK-923280,ORD-123280,In Transit
TRK-923281,ORD-123281,Delivered
TRK-923282,ORD-123282,Delivered
TRK-923283,ORD-123283,RTO
TRK-923284,ORD-123284,RTO
TRK-923285,ORD-123285,Delivered
TRK-923286,ORD-123286,Delivered
TRK-923287,ORD-123287,RTO
TRK-923288,ORD-123288,Delivered
TRK-923289,ORD-123289,Delivered
TRK-923290,ORD-123290,RTO
TRK-923291,ORD-123291,In Transit
TRK-923292,ORD-123292,In Transit
TRK-923293,ORD-123293,Delivered
TRK-923294,ORD-123294,RTO
TRK-923296,ORD-123296,Delivered
TRK-923297,ORD-123297,In Transit
TRK-923298,ORD-123298,In Transit
TRK-923299,ORD-123299,In Transit
TRK-923300,ORD-123300,Delivered
TRK-923301,ORD-123301,In Transit
TRK-923302,ORD-123302,In Transit
TRK-923303,ORD-123303,Delivered
TRK-923304,ORD-123304,In Transit
TRK-923305,ORD-123305,In Transit
TRK-923306,ORD-123306,RTO
TRK-923307,ORD-123307,RTO
TRK-923308,ORD-123308,In Transit
TRK-923309,ORD-123309,Delivered
TRK-923310,ORD-123310,Delivered
TRK-923311,ORD-123311,RTO
TRK-923312,ORD-123312,RTO
TRK-923313,ORD-123313,RTO
TRK-923314,ORD-123314,In Transit
TRK-923315,ORD-123315,RTO
TRK-923316,ORD-123316,RTO
TRK-923317,ORD-123317,RTO
TRK-923318,ORD-123318,In Transit
TRK-923319,ORD-123319,RTO
TRK-923320,ORD-123320,Delivered
TRK-923321,ORD-123321,In Transit
TRK-923322,ORD-123322,Delivered
TRK-923323,ORD-123323,In Transit
TRK-923324,ORD-123324,Delivered
TRK-923326,ORD-123326,In Transit
TRK-923327,ORD-123327,In Transit
TRK-923328,ORD-123328,RTO
TRK-923329,ORD-123329,RTO
TRK-923330,ORD-123330,RTO
TRK-923332,ORD-123332,In Transit
TRK-923333,ORD-123333,Delivered
TRK-923334,ORD-123334,Delivered
TRK-923335,ORD-123335,RTO
TRK-923336,ORD-123336,In Transit
TRK-923337,ORD-123337,Delivered
TRK-923338,ORD-123338,RTO
TRK-923339,ORD-123339,Delivered
TRK-923340,ORD-123340,In Transit
TRK-923341,ORD-123341,Delivered
TRK-923342,ORD-123342,In Transit
TRK-923343,ORD-123343,Delivered
TRK-923344,ORD-123344,RTO
TRK-923345,ORD-123345,RTO
TRK-923347,ORD-123347,RTO
TRK-923348,ORD-123348,RTO
TRK-923349,ORD-123349,RTO
TRK-923350,ORD-123350,RTO
TRK-923352,ORD-123352,In Transit
TRK-923354,ORD-123354,In Transit
TRK-923355,ORD-123355,In Transit
TRK-923356,ORD-123356,In Transit
TRK-923357,ORD-123357,Delivered
TRK-923358,ORD-123358,In Transit
TRK-923359,ORD-123359,In Transit
TRK-923360,ORD-123360,In Transit
TRK-923361,ORD-123361,Delivered
TRK-923363,ORD-123363,Delivered
TRK-923364,ORD-123364,RTO
TRK-923365,ORD-123365,Delivered
TRK-923366,ORD-123366,In Transit
TRK-923368,ORD-123368,Delivered
TRK-923369,ORD-123369,Delivered
TRK-923370,ORD-123370,In Transit
TRK-923371,ORD-123371,RTO
TRK-923372,ORD-123372,In Transit
TRK-923373,ORD-123373,RTO
TRK-923375,ORD-123375,Delivered
TRK-923376,ORD-123376,RTO
TRK-923377,ORD-123377,RTO
TRK-923378,ORD-123378,RTO
TRK-923379,ORD-123379,In Transit
TRK-923380,ORD-123380,Delivered
TRK-923381,ORD-123381,In Transit
TRK-923382,ORD-123382,Delivered
TRK-923383,ORD-123383,RTO
TRK-923384,ORD-123384,Delivered
TRK-923385,ORD-123385,In Transit
TRK-923386,ORD-123386,In Transit
TRK-923387,ORD-123387,RTO
TRK-923388,ORD-123388,In Transit
TRK-923389,ORD-123389,In Transit
TRK-923390,ORD-123390,Delivered
TRK-923391,ORD-123391,Delivered
TRK-923392,ORD-123392,In Transit
TRK-923393,ORD-123393,RTO
TRK-923394,ORD-123394,RTO
TRK-923395,ORD-123395,Delivered
TRK-923396,ORD-123396,In Transit
TRK-923397,ORD-123397,In Transit
TRK-923398,ORD-123398,RTO
TRK-923399,ORD-123399,RTO
TRK-923400,ORD-123400,Delivered
TRK-923401,ORD-123401,Delivered
TRK-923402,ORD-123402,In Transit
TRK-923403,ORD-123403,RTO
TRK-923404,ORD-123404,RTO
TRK-923405,ORD-123405,In Transit
TRK-923406,ORD-123406,In Transit
TRK-923407,ORD-123407,Delivered
TRK-923408,ORD-123408,Delivered
TRK-923409,ORD-123409,RTO
TRK-923411,ORD-123411,Delivered
TRK-923412,ORD-123412,RTO
TRK-923413,ORD-123413,RTO
TRK-923414,ORD-123414,Delivered
TRK-923415,ORD-123415,In Transit
TRK-923416,ORD-123416,Delivered
TRK-923417,ORD-123417,Delivered
TRK-923418,ORD-123418,In Transit
TRK-923419,ORD-123419,Delivered
TRK-923420,ORD-123420,Delivered
TRK-923421,ORD-123421,In Transit
TRK-923422,ORD-123422,Delivered
TRK-923423,ORD-123423,In Transit
TRK-923424,ORD-123424,RTO
TRK-923426,ORD-123426,In Transit
TRK-923427,ORD-123427,RTO
TRK-923428,ORD-123428,Delivered
TRK-923429,ORD-123429,In Transit
TRK-923430,ORD-123430,In Transit
TRK-923431,ORD-123431,Delivered
TRK-923432,ORD-123432,Delivered
TRK-923433,ORD-123433,In Transit
TRK-923434,ORD-123434,Delivered
TRK-923435,ORD-123435,RTO
TRK-923436,ORD-123436,RTO
TRK-923437,ORD-123437,Delivered
TRK-923438,ORD-123438,In Transit
TRK-923439,ORD-123439,In Transit
TRK-923440,ORD-123440,In Transit
TRK-923441,ORD-123441,In Transit
TRK-923442,ORD-123442,RTO
TRK-923443,ORD-123443,In Transit
TRK-923444,ORD-123444,RTO
TRK-923445,ORD-123445,In Transit
TRK-923446,ORD-123446,In Transit
TRK-923447,ORD-123447,Delivered
TRK-923448,ORD-123448,Delivered
TRK-923449,ORD-123449,RTO
TRK-923450,ORD-123450,In Transit
TRK-923451,ORD-123451,In Transit
TRK-923452,ORD-123452,Delivered
TRK-923453,ORD-123453,RTO
TRK-923454,ORD-123454,In Transit
TRK-923455,ORD-123455,RTO
TRK-923456,ORD-123456,RTO
TRK-923457,ORD-123457,In Transit
TRK-923458,ORD-123458,Delivered
TRK-923459,ORD-123459,In Transit
TRK-923460,ORD-123460,Delivered
TRK-923461,ORD-123461,In Transit
TRK-923462,ORD-123462,In Transit
TRK-923463,ORD-123463,Delivered
TRK-923464,ORD-123464,In Transit
TRK-923465,ORD-123465,In Transit
TRK-923466,ORD-123466,RTO
TRK-923467,ORD-123467,RTO
TRK-923468,ORD-123468,Delivered
TRK-923469,ORD-123469,In Transit
TRK-923470,ORD-123470,Delivered
TRK-923471,ORD-123471,In Transit
TRK-923472,ORD-123472,Delivered
TRK-923473,ORD-123473,Delivered
TRK-923474,ORD-123474,In Transit
TRK-923475,ORD-123475,RTO
TRK-923476,ORD-123476,Delivered
TRK-923477,ORD-123477,In Transit
TRK-923478,ORD-123478,Delivered
TRK-923479,ORD-123479,Delivered
TRK-923481,ORD-123481,In Transit
TRK-923482,ORD-123482,In Transit
TRK-923483,ORD-123483,Delivered
TRK-923484,ORD-123484,In Transit
TRK-923485,ORD-123485,In Transit
TRK-923486,ORD-123486,Delivered
TRK-923487,ORD-123487,Delivered
TRK-923488,ORD-123488,Delivered
TRK-923489,ORD-123489,RTO
TRK-923490,ORD-123490,RTO
TRK-923491,ORD-123491,RTO
TRK-923492,ORD-123492,Delivered
TRK-923493,ORD-123493,RTO
TRK-923494,ORD-123494,RTO
TRK-923495,ORD-123495,In Transit
TRK-923496,ORD-123496,Delivered
TRK-923497,ORD-123497,RTO
TRK-923498,ORD-123498,In Transit
TRK-923499,ORD-123499,In Transit
TRK-923500,ORD-123500,Delivered
TRK-923502,ORD-123502,In Transit
TRK-923503,ORD-123503,In Transit
TRK-923504,ORD-123504,In Transit
TRK-923505,ORD-123505,RTO
TRK-923506,ORD-123506,Delivered
TRK-923507,ORD-123507,RTO
TRK-923508,ORD-123508,RTO
TRK-923509,ORD-123509,RTO
TRK-923510,ORD-123510,In Transit
TRK-923511,ORD-123511,RTO
TRK-923512,ORD-123512,RTO
TRK-923513,ORD-123513,RTO
TRK-923514,ORD-123514,RTO
TRK-923515,ORD-123515,Delivered
TRK-923516,ORD-123516,Delivered
TRK-923517,ORD-123517,RTO
TRK-923518,ORD-123518,In Transit
TRK-923519,ORD-123519,RTO
TRK-923520,ORD-123520,Delivered
TRK-923521,ORD-123521,In Transit
TRK-923522,ORD-123522,RTO
TRK-923523,ORD-123523,RTO
TRK-923524,ORD-123524,Delivered
TRK-923525,ORD-123525,In Transit
TRK-923526,ORD-123526,Delivered
TRK-923527,ORD-123527,In Transit
TRK-923528,ORD-123528,Delivered
TRK-923529,ORD-123529,RTO
TRK-923530,ORD-123530,In Transit
TRK-923531,ORD-123531,Delivered
TRK-923532,ORD-123532,In Transit
TRK-923533,ORD-123533,RTO
TRK-923534,ORD-123534,In Transit
TRK-923535,ORD-123535,Delivered
TRK-923536,ORD-123536,Delivered
TRK-923537,ORD-123537,In Transit
TRK-923538,ORD-123538,RTO
TRK-923539,ORD-123539,RTO
TRK-923540,ORD-123540,Delivered
TRK-923541,ORD-123541,RTO
TRK-923542,ORD-123542,Delivered
TRK-923543,ORD-123543,RTO
TRK-923544,ORD-123544,In Transit
TRK-923545,ORD-123545,RTO
TRK-923546,ORD-123546,In Transit
TRK-923547,ORD-123547,In Transit
TRK-923548,ORD-123548,RTO
TRK-923549,ORD-123549,RTO
TRK-923551,ORD-123551,Delivered
TRK-923552,ORD-123552,Delivered
TRK-923553,ORD-123553,RTO
TRK-923554,ORD-123554,In Transit
TRK-923555,ORD-123555,In Transit
TRK-923556,ORD-123556,Delivered
TRK-923557,ORD-123557,Delivered
TRK-923558,ORD-123558,In Transit
TRK-923559,ORD-123559,RTO
TRK-923561,ORD-123561,RTO
TRK-923562,ORD-123562,Delivered
TRK-923563,ORD-123563,In Transit
TRK-923564,ORD-123564,In Transit
TRK-923565,ORD-123565,RTO
TRK-923566,ORD-123566,RTO
TRK-923567,ORD-123567,In Transit
TRK-923568,ORD-123568,In Transit
TRK-923569,ORD-123569,In Transit
TRK-923570,ORD-123570,In Transit
TRK-923571,ORD-123571,RTO
TRK-923572,ORD-123572,Delivered
TRK-923573,ORD-123573,In Transit
TRK-923574,ORD-123574,Delivered
TRK-923575,ORD-123575,Delivered
TRK-923576,ORD-123576,Delivered
TRK-923577,ORD-123577,In Transit
TRK-923578,ORD-123578,Delivered
TRK-923579,ORD-123579,Delivered
TRK-923580,ORD-123580,In Transit
TRK-923581,ORD-123581,Delivered
TRK-923582,ORD-123582,Delivered
TRK-923583,ORD-123583,RTO
TRK-923584,ORD-123584,RTO
TRK-923585,ORD-123585,In Transit
TRK-923586,ORD-123586,Delivered
TRK-923587,ORD-123587,Delivered
TRK-923588,ORD-123588,RTO
TRK-923589,ORD-123589,In Transit
TRK-923591,ORD-123591,RTO
TRK-923592,ORD-123592,RTO
TRK-923593,ORD-123593,RTO
TRK-923594,ORD-123594,Delivered
TRK-923595,ORD-123595,RTO
TRK-923596,ORD-123596,In Transit
TRK-923597,ORD-123597,Delivered
TRK-923598,ORD-123598,RTO
TRK-923600,ORD-123600,Delivered
TRK-923601,ORD-123601,In Transit
TRK-923602,ORD-123602,Delivered
TRK-923603,ORD-123603,In Transit
TRK-923604,ORD-123604,RTO
TRK-923605,ORD-123605,Delivered
TRK-923606,ORD-123606,In Transit
TRK-923607,ORD-123607,Delivered
TRK-923608,ORD-123608,RTO
TRK-923609,ORD-123609,Delivered
TRK-923610,ORD-123610,In Transit
TRK-923611,ORD-123611,Delivered
TRK-923612,ORD-123612,In Transit
TRK-923613,ORD-123613,In Transit
TRK-923614,ORD-123614,In Transit
TRK-923615,ORD-123615,RTO
TRK-923616,ORD-123616,Delivered
TRK-923617,ORD-123617,Delivered
TRK-923619,ORD-123619,RTO
TRK-923620,ORD-123620,Delivered
TRK-923621,ORD-123621,RTO
TRK-923622,ORD-123622,In Transit
TRK-923623,ORD-123623,Delivered
TRK-923624,ORD-123624,In Transit
TRK-923625,ORD-123625,Delivered
TRK-923626,ORD-123626,In Transit
TRK-923627,ORD-123627,Delivered
TRK-923628,ORD-123628,Delivered
TRK-923629,ORD-123629,In Transit
TRK-923630,ORD-123630,In Transit
TRK-923631,ORD-123631,Delivered
TRK-923632,ORD-123632,In Transit
TRK-923633,ORD-123633,In Transit
TRK-923634,ORD-123634,RTO
TRK-923635,ORD-123635,In Transit
TRK-923636,ORD-123636,RTO
TRK-923637,ORD-123637,RTO
TRK-923638,ORD-123638,RTO
TRK-923639,ORD-123639,RTO
TRK-923641,ORD-123641,Delivered
TRK-923642,ORD-123642,RTO
TRK-923643,ORD-123643,In Transit
TRK-923644,ORD-123644,RTO
TRK-923645,ORD-123645,Delivered
TRK-923646,ORD-123646,Delivered
TRK-923647,ORD-123647,Delivered
TRK-923648,ORD-123648,RTO
TRK-923649,ORD-123649,In Transit
TRK-923651,ORD-123651,In Transit
TRK-923652,ORD-123652,Delivered
TRK-923653,ORD-123653,Delivered
TRK-923654,ORD-123654,In Transit
TRK-923656,ORD-123656,In Transit
TRK-923657,ORD-123657,In Transit
TRK-923658,ORD-123658,Delivered
TRK-923659,ORD-123659,Delivered
TRK-923660,ORD-123660,In Transit
TRK-923661,ORD-123661,In Transit
TRK-923662,ORD-123662,In Transit
TRK-923663,ORD-123663,RTO
TRK-923664,ORD-123664,Delivered
TRK-923665,ORD-123665,In Transit
TRK-923666,ORD-123666,Delivered
TRK-923667,ORD-123667,In Transit
TRK-923668,ORD-123668,In Transit
TRK-923669,ORD-123669,In Transit
TRK-923670,ORD-123670,RTO
TRK-923671,ORD-123671,RTO
TRK-923672,ORD-123672,Delivered
TRK-923673,ORD-123673,Delivered
TRK-923674,ORD-123674,In Transit
TRK-923675,ORD-123675,RTO
TRK-923676,ORD-123676,RTO
TRK-923677,ORD-123677,RTO
TRK-923679,ORD-123679,Delivered
TRK-923680,ORD-123680,Delivered
TRK-923681,ORD-123681,In Transit
TRK-923682,ORD-123682,Delivered
TRK-923684,ORD-123684,Delivered
TRK-923685,ORD-123685,RTO
TRK-923686,ORD-123686,RTO
TRK-923687,ORD-123687,In Transit
TRK-923688,ORD-123688,In Transit
TRK-923689,ORD-123689,RTO
TRK-923690,ORD-123690,RTO
TRK-923691,ORD-123691,Delivered
TRK-923692,ORD-123692,RTO
TRK-923693,ORD-123693,In Transit
TRK-923694,ORD-123694,Delivered
TRK-923695,ORD-123695,RTO
TRK-923696,ORD-123696,Delivered
TRK-923697,ORD-123697,Delivered
TRK-923698,ORD-123698,RTO
TRK-923699,ORD-123699,RTO
TRK-923701,ORD-123701,In Transit
TRK-923702,ORD-123702,In Transit
TRK-923703,ORD-123703,Delivered
TRK-923704,ORD-123704,In Transit
TRK-923705,ORD-123705,RTO
TRK-923706,ORD-123706,In Transit
TRK-923707,ORD-123707,RTO
TRK-923708,ORD-123708,Delivered
TRK-923709,ORD-123709,In Transit
TRK-923710,ORD-123710,RTO
TRK-923711,ORD-123711,Delivered
TRK-923712,ORD-123712,In Transit
TRK-923713,ORD-123713,Delivered
TRK-923714,ORD-123714,In Transit
TRK-923715,ORD-123715,RTO
TRK-923716,ORD-123716,In Transit
TRK-923718,ORD-123718,In Transit
TRK-923719,ORD-123719,In Transit
TRK-923720,ORD-123720,RTO
TRK-923721,ORD-123721,In Transit
TRK-923722,ORD-123722,RTO
TRK-923723,ORD-123723,In Transit
TRK-923724,ORD-123724,In Transit
TRK-923726,ORD-123726,Delivered
TRK-923727,ORD-123727,In Transit
TRK-923728,ORD-123728,RTO
TRK-923729,ORD-123729,Delivered
TRK-923730,ORD-123730,In Transit
TRK-923731,ORD-123731,RTO
TRK-923732,ORD-123732,Delivered
TRK-923733,ORD-123733,RTO
TRK-923734,ORD-123734,In Transit
TRK-923735,ORD-123735,In Transit
TRK-923736,ORD-123736,In Transit
TRK-923737,ORD-123737,RTO
TRK-923739,ORD-123739,RTO
TRK-923740,ORD-123740,In Transit
TRK-923741,ORD-123741,RTO
TRK-923742,ORD-123742,RTO
TRK-923743,ORD-123743,RTO
TRK-923744,ORD-123744,In Transit
TRK-923745,ORD-123745,RTO
TRK-923746,ORD-123746,In Transit
TRK-923747,ORD-123747,In Transit
TRK-923748,ORD-123748,RTO
TRK-923749,ORD-123749,Delivered
TRK-923750,ORD-123750,Delivered
TRK-923751,ORD-123751,RTO
TRK-923752,ORD-123752,In Transit
TRK-923753,ORD-123753,RTO
TRK-923754,ORD-123754,In Transit
TRK-923755,ORD-123755,RTO
TRK-923756,ORD-123756,Delivered
TRK-923757,ORD-123757,In Transit
TRK-923758,ORD-123758,In Transit
TRK-923759,ORD-123759,In Transit
TRK-923760,ORD-123760,In Transit
TRK-923761,ORD-123761,Delivered
TRK-923762,ORD-123762,RTO
TRK-923763,ORD-123763,Delivered
TRK-923764,ORD-123764,In Transit
TRK-923765,ORD-123765,RTO
TRK-923766,ORD-123766,RTO
TRK-923768,ORD-123768,Delivered
TRK-923769,ORD-123769,In Transit
TRK-923770,ORD-123770,In Transit
TRK-923771,ORD-123771,In Transit
TRK-923772,ORD-123772,RTO
TRK-923773,ORD-123773,RTO
TRK-923775,ORD-123775,RTO
TRK-923776,ORD-123776,In Transit
TRK-923777,ORD-123777,In Transit
TRK-923778,ORD-123778,Delivered
TRK-923779,ORD-123779,Delivered
TRK-923780,ORD-123780,RTO
TRK-923781,ORD-123781,In Transit
TRK-923782,ORD-123782,In Transit
TRK-923783,ORD-123783,In Transit
TRK-923784,ORD-123784,RTO
TRK-923785,ORD-123785,In Transit
TRK-923786,ORD-123786,RTO
TRK-923787,ORD-123787,In Transit
TRK-923788,ORD-123788,In Transit
TRK-923789,ORD-123789,Delivered
TRK-923790,ORD-123790,In Transit
TRK-923791,ORD-123791,Delivered
TRK-923792,ORD-123792,In Transit
TRK-923793,ORD-123793,In Transit
TRK-923794,ORD-123794,Delivered
TRK-923795,ORD-123795,In Transit
TRK-923797,ORD-123797,Delivered
TRK-923798,ORD-123798,RTO
TRK-923799,ORD-123799,RTO
TRK-923800,ORD-123800,In Transit
TRK-923801,ORD-123801,Delivered
TRK-923802,ORD-123802,Delivered
TRK-923803,ORD-123803,In Transit
TRK-923804,ORD-123804,In Transit
TRK-923805,ORD-123805,RTO
TRK-923806,ORD-123806,In Transit
TRK-923807,ORD-123807,Delivered
TRK-923808,ORD-123808,In Transit
TRK-923809,ORD-123809,Delivered
TRK-923810,ORD-123810,RTO
TRK-923811,ORD-123811,In Transit
TRK-923812,ORD-123812,Delivered
TRK-923813,ORD-123813,In Transit
TRK-923814,ORD-123814,In Transit
TRK-923815,ORD-123815,RTO
TRK-923816,ORD-123816,RTO
TRK-923817,ORD-123817,In Transit
TRK-923818,ORD-123818,RTO
TRK-923820,ORD-123820,Delivered
TRK-923821,ORD-123821,RTO
TRK-923822,ORD-123822,RTO
TRK-923823,ORD-123823,In Transit
TRK-923824,ORD-123824,RTO
TRK-923825,ORD-123825,Delivered
TRK-923827,ORD-123827,Delivered
TRK-923828,ORD-123828,RTO
TRK-923829,ORD-123829,In Transit
TRK-923830,ORD-123830,In Transit
TRK-923831,ORD-123831,Delivered
TRK-923832,ORD-123832,In Transit
TRK-923834,ORD-123834,RTO
TRK-923835,ORD-123835,Delivered
TRK-923836,ORD-123836,In Transit
TRK-923837,ORD-123837,Delivered
TRK-923839,ORD-123839,Delivered
TRK-923840,ORD-123840,RTO
TRK-923841,ORD-123841,In Transit
TRK-923842,ORD-123842,In Transit
TRK-923843,ORD-123843,RTO
TRK-923844,ORD-123844,Delivered
TRK-923845,ORD-123845,In Transit
TRK-923846,ORD-123846,RTO
TRK-923847,ORD-123847,RTO
TRK-923848,ORD-123848,Delivered
TRK-923849,ORD-123849,Delivered
TRK-923850,ORD-123850,In Transit
TRK-923851,ORD-123851,RTO
TRK-923852,ORD-123852,Delivered
TRK-923853,ORD-123853,In Transit
TRK-923854,ORD-123854,Delivered
TRK-923855,ORD-123855,In Transit
TRK-923856,ORD-123856,In Transit
TRK-923857,ORD-123857,Delivered
TRK-923858,ORD-123858,In Transit
TRK-923859,ORD-123859,Delivered
TRK-923860,ORD-123860,In Transit
TRK-923861,ORD-123861,RTO
TRK-923862,ORD-123862,In Transit
TRK-923863,ORD-123863,In Transit
TRK-923864,ORD-123864,Delivered
TRK-923866,ORD-123866,Delivered
TRK-923867,ORD-123867,Delivered
TRK-923869,ORD-123869,RTO
TRK-923870,ORD-123870,RTO
TRK-923871,ORD-123871,Delivered
TRK-923872,ORD-123872,RTO
TRK-923873,ORD-123873,Delivered
TRK-923874,ORD-123874,Delivered
TRK-923875,ORD-123875,RTO
TRK-923876,ORD-123876,In Transit
TRK-923877,ORD-123877,Delivered
TRK-923878,ORD-123878,Delivered
