OrderID,OrderDate,SKU,Revenue,Payment_Status
ORD-120194,2025-10-12,OURO-30,290,Paid
ORD-120195,2025-12-04,OURO-98,483,Paid
ORD-120196,2025-12-30,OURO-60,155,Pending
ORD-120197,2025-09-15,OURO-94,446,Pending
ORD-120198,2026-06-19,OURO-31,119,Paid
ORD-120199,2025-12-14,OURO-31,90,Paid
ORD-120200,2026-07-31,OURO-18,449,Paid
ORD-120201,2025-12-30,OURO-60,155,Paid
ORD-120202,2026-06-22,OURO-69,322,Pending
ORD-120203,2025-12-09,OURO-14,392,Pending
ORD-120204,2026-06-21,OURO-87,459,Pending
ORD-120205,2026-03-09,OURO-46,72,Pending
ORD-120206,2026-08-16,OURO-54,345,Pending
ORD-120207,2025-12-22,OURO-20,401,Paid
ORD-120208,2025-10-10,OURO-23,206,Pending
ORD-120209,2026-07-30,OURO-11,462,Paid
ORD-120210,2026-07-03,OURO-54,162,Paid
ORD-120211,2025-09-26,OURO-89,221,Paid
ORD-120212,2026-09-03,OURO-76,281,Pending
ORD-120213,2025-09-10,OURO-64,338,Paid
ORD-120214,2025-09-22,OURO-61,193,Pending
ORD-120215,2025-10-11,OURO-19,361,Paid
ORD-120216,2026-07-15,OURO-38,327,Pending
ORD-120217,2026-04-23,OURO-93,187,Pending
ORD-120218,2025-10-24,OURO-46,361,Paid
ORD-120219,2026-01-04,OURO-60,181,Paid
ORD-120220,2025-11-07,OURO-28,52,Pending
ORD-120221,2026-08-24,OURO-28,130,Paid
ORD-120222,2025-10-05,OURO-23,64,Paid
ORD-120223,2026-04-06,OURO-37,499,Paid
ORD-120224,2026-03-29,OURO-34,236,Pending
ORD-120225,2026-04-03,OURO-28,364,Paid
ORD-120226,2026-01-20,OURO-44,416,Paid
ORD-120227,2026-02-08,OURO-34,451,Pending
ORD-120228,2025-09-29,OURO-51,234,Paid
ORD-120229,2026-06-04,OURO-79,380,Pending
ORD-120230,2026-07-26,OURO-84,218,Pending
ORD-120231,2026-05-06,OURO-50,207,Paid
ORD-120232,2026-04-13,OURO-52,372,Paid
ORD-120233,2025-10-29,OURO-12,394,Paid
ORD-120234,2025-10-21,OURO-27,473,Paid
ORD-120235,2026-07-14,OURO-86,263,Paid
ORD-120236,2026-04-24,OURO-27,90,Paid
ORD-120237,2026-08-20,OURO-30,195,Paid
ORD-120238,2026-01-15,OURO-87,497,Paid
ORD-120239,2026-04-13,OURO-89,149,Pending
ORD-120240,2026-03-09,OURO-35,413,Paid
ORD-120241,2026-04-29,OURO-89,360,Paid
ORD-120242,2025-10-06,OURO-68,393,Pending
ORD-120243,2025-09-12,OURO-97,454,Paid
ORD-120244,2025-12-16,OURO-36,488,Pending
ORD-120245,2026-07-05,OURO-25,122,Pending
ORD-120246,2025-12-18,OURO-41,161,Pending
ORD-120247,2026-09-02,OURO-89,167,Pending
ORD-120248,2026-08-23,OURO-21,263,Paid
ORD-120249,2026-06-28,OURO-70,344,Pending
ORD-120250,2026-01-06,OURO-67,275,Pending
ORD-120251,2026-08-05,OURO-42,380,Pending
ORD-120252,2026-03-07,OURO-67,402,Pending
ORD-120253,2026-02-17,OURO-37,79,Pending
ORD-120254,2025-09-18,OURO-36,154,Pending
ORD-120255,2026-01-01,OURO-90,314,Paid
ORD-120256,2025-10-05,OURO-98,370,Paid
ORD-120257,2026-03-11,OURO-16,102,Pending
ORD-120258,2025-12-26,OURO-43,141,Paid
ORD-120259,2025-12-02,OURO-52,72,Paid
ORD-120260,2026-03-28,OURO-27,358,Paid
ORD-120261,2026-02-21,OURO-70,146,Pending
ORD-120262,2026-04-25,OURO-97,168,Pending
ORD-120263,2026-05-09,OURO-27,181,Pending
ORD-120264,2025-11-24,OURO-95,85,Paid
ORD-120265,2026-04-04,OURO-17,156,Paid
ORD-120266,2026-03-14,OURO-75,222,Pending
ORD-120267,2026-01-19,OURO-15,377,Paid
ORD-120268,2026-01-12,OURO-37,284,Pending
ORD-120269,2026-04-21,OURO-78,58,Pending
ORD-120270,2025-09-19,OURO-19,106,Pending
ORD-120271,2025-10-18,OURO-22,394,Pending
ORD-120272,2026-06-02,OURO-62,307,Paid
ORD-120273,2026-03-15,OURO-40,474,Paid
ORD-120274,2026-03-07,OURO-14,358,Paid
ORD-120275,2026-01-12,OURO-44,108,Paid
ORD-120276,2025-10-11,OURO-30,111,Paid
ORD-120277,2026-02-27,OURO-62,304,Paid
ORD-120278,2026-03-17,OURO-14,234,Paid
ORD-120279,2026-01-23,OURO-10,375,Paid
ORD-120280,2025-10-23,OURO-37,227,Paid
ORD-120281,2025-09-10,OURO-28,392,Paid
ORD-120282,2026-02-26,OURO-75,261,Paid
ORD-120283,2026-02-07,OURO-88,194,Pending
ORD-120284,2026-07-26,OURO-46,135,Paid
ORD-120285,2026-08-25,OURO-19,226,Paid
ORD-120286,2026-08-10,OURO-47,427,Pending
ORD-120287,2026-01-01,OURO-75,325,Paid
ORD-120288,2026-06-09,OURO-47,472,Pending
ORD-120289,2026-03-24,OURO-12,359,Paid
ORD-120290,2025-11-16,OURO-84,387,Pending
ORD-120291,2026-05-04,OURO-24,404,Paid
ORD-120292,2025-09-12,OURO-95,298,Paid
ORD-120293,2026-07-23,OURO-39,187,Paid
ORD-120294,2026-07-05,OURO-11,208,Pending
ORD-120295,2026-05-08,OURO-97,155,Paid
ORD-120296,2026-02-22,OURO-82,476,Pending
ORD-120297,2026-07-26,OURO-57,225,Paid
ORD-120298,2026-07-29,OURO-75,237,Pending
ORD-120299,2026-07-10,OURO-89,165,Paid
ORD-120300,2025-09-14,OURO-24,90,Paid
ORD-120301,2026-03-30,OURO-68,389,Paid
ORD-120302,2025-10-22,OURO-73,151,Paid
ORD-120303,2026-07-01,OURO-21,158,Pending
ORD-120304,2026-08-03,OURO-37,326,Pending
ORD-120305,2026-07-10,OURO-19,285,Pending
ORD-120306,2026-09-08,OURO-69,268,Paid
ORD-120307,2026-07-15,OURO-69,313,Pending
ORD-120308,2026-08-23,OURO-36,469,Paid
ORD-120309,2026-05-23,OURO-29,450,Paid
ORD-120310,2025-10-09,OURO-94,478,Paid
ORD-120311,2026-03-07,OURO-15,372,Paid
ORD-120312,2025-09-15,OURO-54,149,Pending
ORD-120313,2026-05-23,OURO-79,269,Paid
ORD-120314,2026-09-04,OURO-10,218,Pending
ORD-120315,2025-10-21,OURO-82,166,Pending
ORD-120316,2026-05-22,OURO-17,375,Pending
ORD-120317,2025-10-28,OURO-54,480,Paid
ORD-120318,2026-04-14,OURO-98,201,Paid
ORD-120319,2025-10-24,OURO-33,341,Pending
ORD-120320,2026-07-15,OURO-52,333,Paid
ORD-120321,2026-06-16,OURO-84,124,Pending
ORD-120322,2026-02-23,OURO-22,164,Pending
ORD-120323,2025-09-23,OURO-75,188,Pending
ORD-120324,2026-03-28,OURO-53,498,Paid
ORD-120325,2026-03-09,OURO-91,212,Pending
ORD-120326,2026-05-25,OURO-79,216,Pending
ORD-120327,2026-04-07,OURO-47,312,Pending
ORD-120328,2025-10-19,OURO-65,169,Pending
ORD-120329,2026-01-23,OURO-47,118,Pending
ORD-120330,2025-10-05,OURO-94,92,Paid
ORD-120331,2026-08-13,OURO-46,363,Paid
ORD-120332,2026-03-03,OURO-94,86,Paid
ORD-120333,2026-01-04,OURO-35,327,Pending
ORD-120334,2026-08-22,OURO-52,272,Pending
ORD-120335,2025-11-09,OURO-78,489,Paid
ORD-120336,2025-12-15,OURO-28,428,Pending
ORD-120337,2025-09-18,OURO-69,255,Paid
ORD-120338,2025-09-15,OURO-26,211,Paid
ORD-120339,2025-10-14,OURO-61,251,Paid
ORD-120340,2026-04-07,OURO-20,172,Pending
ORD-120341,2026-04-16,OURO-79,112,Paid
ORD-120342,2026-07-18,OURO-63,415,Paid
ORD-120343,2025-10-15,OURO-14,486,Paid
ORD-120344,2026-04-15,OURO-95,86,Paid
ORD-120345,2026-08-15,OURO-12,196,Pending
ORD-120346,2026-03-25,OURO-83,470,Paid
ORD-120347,2026-06-16,OURO-81,393,Paid
ORD-120348,2026-08-12,OURO-52,106,Paid
ORD-120349,2026-06-19,OURO-47,319,Paid
ORD-120350,2026-01-14,OURO-93,209,Paid
ORD-120351,2026-05-17,OURO-89,224,Pending
ORD-120352,2025-12-04,OURO-78,427,Pending
ORD-120353,2026-06-27,OURO-69,381,Paid
ORD-120354,2025-09-16,OURO-77,469,Pending
ORD-120355,2026-06-29,OURO-32,278,Pending
ORD-120356,2025-11-26,OURO-54,463,Paid
ORD-120357,2026-06-09,OURO-60,74,Paid
ORD-120358,2025-11-05,OURO-66,483,Pending
ORD-120359,2026-02-23,OURO-68,231,Pending
ORD-120360,2026-04-13,OURO-83,267,Pending
ORD-120361,2026-05-13,OURO-97,65,Paid
ORD-120362,2026-05-06,OURO-93,122,Paid
ORD-120363,2025-12-26,OURO-36,214,Paid
ORD-120364,2026-09-05,OURO-52,415,Pending
ORD-120365,2026-03-30,OURO-81,358,Paid
ORD-120366,2026-06-12,OURO-13,370,Pending
ORD-120367,2026-04-29,OURO-51,351,Paid
ORD-120368,2026-08-09,OURO-85,474,Paid
ORD-120369,2026-07-05,OURO-71,155,Pending
ORD-120370,2026-05-16,OURO-50,176,Paid
ORD-120371,2025-10-14,OURO-20,186,Pending
ORD-120372,2026-04-25,OURO-64,183,Pending
ORD-120373,2026-01-14,OURO-81,333,Paid
ORD-120374,2026-07-11,OURO-90,218,Pending
ORD-120375,2026-06-30,OURO-11,294,Paid
ORD-120376,2026-02-22,OURO-99,263,Pending
ORD-120377,2026-01-18,OURO-90,176,Paid
ORD-120378,2025-09-23,OURO-81,326,Paid
ORD-120379,2026-05-21,OURO-66,80,Pending
ORD-120380,2026-05-31,OURO-93,271,Paid
ORD-120381,2025-11-29,OURO-92,275,Paid
ORD-120382,2026-02-10,OURO-53,460,Paid
ORD-120383,2026-07-20,OURO-66,449,Pending
ORD-120384,2026-02-04,OURO-15,82,Pending
ORD-120385,2025-12-11,OURO-99,254,Pending
ORD-120386,2026-05-01,OURO-37,75,Paid
ORD-120387,2025-12-08,OURO-56,476,Paid
ORD-120388,2026-02-09,OURO-27,386,Paid
ORD-120389,2025-10-14,OURO-19,88,Paid
ORD-120390,2025-11-30,OURO-67,490,Pending
ORD-120391,2026-06-27,OURO-34,65,Paid
ORD-120392,2026-05-13,OURO-82,361,Pending
ORD-120393,2026-02-22,OURO-93,425,Paid
ORD-120394,2026-03-15,OURO-27,81,Pending
ORD-120395,2026-01-09,OURO-70,345,Pending
ORD-120396,2025-12-16,OURO-39,453,Pending
ORD-120397,2025-10-19,OURO-23,400,Paid
ORD-120398,2026-02-16,OURO-42,177,Paid
ORD-120399,2026-03-07,OURO-45,359,Paid
ORD-120400,2026-05-23,OURO-18,371,Paid
ORD-120401,2025-12-04,OURO-69,445,Paid
ORD-120402,2025-12-27,OURO-93,171,Pending
ORD-120403,2025-12-13,OURO-80,330,Paid
ORD-120404,2026-03-06,OURO-59,220,Paid
ORD-120405,2026-08-24,OURO-71,490,Pending
ORD-120406,2025-10-04,OURO-64,81,Paid
ORD-120407,2026-05-29,OURO-35,188,Paid
ORD-120408,2026-03-03,OURO-19,390,Pending
ORD-120409,2026-03-28,OURO-65,182,Paid
ORD-120410,2025-10-01,OURO-90,392,Pending
ORD-120411,2026-04-11,OURO-10,93,Paid
ORD-120412,2026-02-08,OURO-23,267,Paid
ORD-120413,2025-12-03,OURO-37,441,Paid
ORD-120414,2025-10-31,OURO-90,250,Pending
ORD-120415,2026-06-21,OURO-74,275,Paid
ORD-120416,2026-06-05,OURO-94,136,Paid
ORD-120417,2026-04-03,OURO-95,484,Paid
ORD-120418,2026-04-12,OURO-52,91,Pending
ORD-120419,2026-04-25,OURO-84,128,Paid
ORD-120420,2026-04-04,OURO-63,383,Paid
ORD-120421,2026-03-05,OURO-57,105,Pending
ORD-120422,2025-11-05,OURO-93,367,Paid
ORD-120423,2025-09-26,OURO-12,372,Pending
ORD-120424,2025-12-11,OURO-42,336,Pending
ORD-120425,2026-05-01,OURO-77,418,Paid
ORD-120426,2025-11-08,OURO-66,475,Pending
ORD-120427,2026-03-31,OURO-18,358,Paid
ORD-120428,2025-11-16,OURO-25,211,Paid
ORD-120429,2026-07-03,OURO-49,322,Pending
ORD-120430,2026-02-03,OURO-83,84,Paid
ORD-120431,2026-02-19,OURO-85,224,Pending
ORD-120432,2026-09-03,OURO-39,368,Paid
ORD-120433,2025-12-13,OURO-72,406,Paid
ORD-120434,2026-02-21,OURO-92,310,Paid
ORD-120435,2026-01-10,OURO-26,152,Paid
ORD-120436,2025-09-23,OURO-42,238,Paid
ORD-120437,2026-04-17,OURO-73,287,Paid
ORD-120438,2025-11-27,OURO-23,327,Paid
ORD-120439,2026-05-21,OURO-53,440,Pending
ORD-120440,2025-11-01,OURO-27,184,Paid
ORD-120441,2026-04-03,OURO-40,458,Paid
ORD-120442,2026-08-21,OURO-48,499,Paid
ORD-120443,2026-07-14,OURO-43,149,Paid
ORD-120444,2026-07-27,OURO-26,408,Pending
ORD-120445,2026-06-23,OURO-51,434,Paid
ORD-120446,2026-06-05,OURO-66,357,Paid
ORD-120447,2026-08-03,OURO-53,297,Pending
ORD-120448,2026-02-01,OURO-16,454,Pending
ORD-120449,2026-01-22,OURO-62,208,Paid
ORD-120450,2026-09-02,OURO-13,249,Paid
ORD-120451,2026-01-14,OURO-17,457,Paid
ORD-120452,2026-07-13,OURO-18,299,Paid
ORD-120453,2026-04-20,OURO-95,497,Pending
ORD-120454,2026-08-10,OURO-54,415,Paid
ORD-120455,2026-02-23,OURO-20,336,Pending
ORD-120456,2025-09-13,OURO-81,313,Pending
ORD-120457,2026-02-27,OURO-17,127,Pending
ORD-120458,2025-09-29,OURO-10,348,Paid
ORD-120459,2026-04-25,OURO-45,294,Pending
ORD-120460,2026-06-21,OURO-89,257,Paid
ORD-120461,2025-10-19,OURO-55,81,Pending
ORD-120462,2026-01-30,OURO-53,461,Paid
ORD-120463,2026-08-31,OURO-19,220,Paid
ORD-120464,2025-12-06,OURO-31,226,Paid
ORD-120465,2025-11-14,OURO-41,388,Pending
ORD-120466,2026-04-22,OURO-77,276,Pending
ORD-120467,2025-11-26,OURO-40,400,Pending
ORD-120468,2025-09-22,OURO-69,314,Paid
ORD-120469,2026-07-25,OURO-85,204,Paid
ORD-120470,2026-06-29,OURO-23,302,Paid
ORD-120471,2026-05-04,OURO-19,488,Paid
ORD-120472,2025-11-15,OURO-90,54,Paid
ORD-120473,2026-01-18,OURO-15,296,Pending
ORD-120474,2025-10-24,OURO-29,70,Pending
ORD-120475,2025-11-11,OURO-55,476,Pending
ORD-120476,2026-02-23,OURO-66,138,Pending
ORD-120477,2025-11-22,OURO-26,100,Paid
ORD-120478,2026-09-04,OURO-39,387,Paid
ORD-120479,2025-12-24,OURO-49,434,Pending
ORD-120480,2026-07-14,OURO-75,127,Pending
ORD-120481,2026-04-13,OURO-79,437,Paid
ORD-120482,2026-01-07,OURO-85,215,Paid
ORD-120483,2026-01-04,OURO-59,486,Paid
ORD-120484,2026-04-10,OURO-15,379,Paid
ORD-120485,2025-09-23,OURO-40,378,Paid
ORD-120486,2025-09-11,OURO-97,70,Pending
ORD-120487,2025-12-31,OURO-91,115,Pending
ORD-120488,2025-12-05,OURO-99,287,Paid
ORD-120489,2025-11-08,OURO-95,306,Paid
ORD-120490,2026-05-20,OURO-35,485,Paid
ORD-120491,2025-10-06,OURO-46,141,Pending
ORD-120492,2025-12-13,OURO-32,109,Pending
ORD-120493,2026-07-05,OURO-22,178,Paid
ORD-120494,2025-10-03,OURO-91,266,Paid
ORD-120495,2025-10-31,OURO-69,80,Paid
ORD-120496,2026-02-02,OURO-20,306,Paid
ORD-120497,2026-02-05,OURO-84,161,Paid
ORD-120498,2026-07-23,OURO-75,142,Paid
ORD-120499,2026-08-18,OURO-88,397,Paid
ORD-120500,2025-12-20,OURO-55,485,Paid
ORD-120501,2026-01-05,OURO-49,184,Paid
ORD-120502,2026-01-24,OURO-48,129,Pending
ORD-120503,2026-05-24,OURO-57,332,Paid
ORD-120504,2026-03-20,OURO-25,248,Pending
ORD-120505,2026-06-27,OURO-91,417,Pending
ORD-120506,2026-08-24,OURO-11,104,Paid
ORD-120507,2025-11-11,OURO-63,68,Paid
ORD-120508,2025-11-01,OURO-21,377,Pending
ORD-120509,2026-07-01,OURO-12,110,Pending
ORD-120510,2026-04-08,OURO-71,486,Paid
ORD-120511,2026-01-29,OURO-60,264,Pending
ORD-120512,2025-10-05,OURO-50,458,Pending
ORD-120513,2026-07-03,OURO-71,488,Paid
ORD-120514,2026-06-15,OURO-88,448,Pending
ORD-120515,2025-12-18,OURO-90,218,Paid
ORD-120516,2025-10-28,OURO-27,383,Paid
ORD-120517,2026-01-18,OURO-61,257,Paid
ORD-120518,2025-11-27,OURO-39,314,Paid
ORD-120519,2025-09-15,OURO-96,200,Paid
ORD-120520,2026-01-04,OURO-89,103,Paid
ORD-120521,2025-09-30,OURO-46,95,Pending
ORD-120522,2026-07-17,OURO-92,244,Pending
ORD-120523,2026-08-27,OURO-13,272,Pending
ORD-120524,2025-09-15,OURO-21,400,Pending
ORD-120525,2026-08-24,OURO-56,440,Pending
ORD-120526,2026-01-13,OURO-35,113,Paid
ORD-120527,2026-07-06,OURO-43,290,Pending
ORD-120528,2025-10-18,OURO-55,85,Pending
ORD-120529,2026-06-14,OURO-83,286,Paid
ORD-120530,2026-07-04,OURO-46,330,Paid
ORD-120531,2026-06-11,OURO-87,103,Paid
ORD-120532,2025-09-28,OURO-87,177,Paid
ORD-120533,2026-05-17,OURO-20,321,Pending
ORD-120534,2026-02-10,OURO-89,310,Paid
ORD-120535,2026-02-16,OURO-63,152,Paid
ORD-120536,2025-10-19,OURO-68,178,Paid
ORD-120537,2026-05-16,OURO-36,163,Pending
ORD-120538,2026-02-01,OURO-11,218,Paid
ORD-120539,2025-12-01,OURO-66,432,Paid
ORD-120540,2026-02-20,OURO-83,231,Paid
ORD-120541,2026-06-08,OURO-69,225,Pending
ORD-120542,2026-01-23,OURO-48,117,Paid
ORD-120543,2026-04-22,OURO-22,356,Paid
ORD-120544,2026-03-20,OURO-73,460,Pending
ORD-120545,2025-12-18,OURO-69,54,Paid
ORD-120546,2025-11-17,OURO-61,130,Paid
ORD-120547,2026-05-14,OURO-64,115,Paid
ORD-120548,2026-06-26,OURO-15,332,Pending
ORD-120549,2026-07-08,OURO-11,205,Paid
ORD-120550,2026-05-26,OURO-82,311,Paid
ORD-120551,2025-12-23,OURO-28,363,Pending
ORD-120552,2026-07-13,OURO-36,146,Pending
ORD-120553,2026-08-31,OURO-86,330,Paid
ORD-120554,2026-07-17,OURO-40,90,Pending
ORD-120555,2026-05-16,OURO-91,278,Pending
ORD-120556,2026-01-11,OURO-35,151,Pending
ORD-120557,2025-10-12,OURO-32,57,Paid
ORD-120558,2026-02-19,OURO-30,127,Paid
ORD-120559,2026-03-31,OURO-92,180,Paid
ORD-120560,2026-04-07,OURO-23,135,Pending
ORD-120561,2025-11-30,OURO-10,328,Paid
ORD-120562,2026-06-26,OURO-19,443,Paid
ORD-120563,2026-02-26,OURO-57,462,Paid
ORD-120564,2026-03-13,OURO-88,339,Paid
ORD-120565,2026-07-05,OURO-67,365,Paid
ORD-120566,2026-03-05,OURO-23,146,Paid
ORD-120567,2025-11-17,OURO-74,451,Paid
ORD-120568,2026-03-20,OURO-95,154,Paid
ORD-120569,2026-07-15,OURO-69,446,Paid
ORD-120570,2026-03-16,OURO-54,81,Pending
ORD-120571,2026-07-02,OURO-36,110,Paid
ORD-120572,2026-07-19,OURO-52,203,Paid
ORD-120573,2026-08-06,OURO-15,134,Pending
ORD-120574,2025-09-18,OURO-78,239,Paid
ORD-120575,2026-05-07,OURO-99,466,Paid
ORD-120576,2025-11-29,OURO-58,240,Paid
ORD-120577,2025-12-12,OURO-56,152,Paid
ORD-120578,2026-07-23,OURO-57,317,Paid
ORD-120579,2025-09-20,OURO-84,138,Paid
ORD-120580,2026-01-11,OURO-23,336,Paid
ORD-120581,2026-03-24,OURO-21,306,Paid
ORD-120582,2026-06-01,OURO-90,283,Pending
ORD-120583,2025-12-15,OURO-67,154,Pending
ORD-120584,2026-07-13,OURO-83,319,Paid
ORD-120585,2025-11-08,OURO-95,115,Pending
ORD-120586,2026-05-16,OURO-29,404,Pending
ORD-120587,2026-08-08,OURO-47,398,Paid
ORD-120588,2025-10-04,OURO-28,431,Paid
ORD-120589,2026-08-27,OURO-47,473,Pending
ORD-120590,2026-07-20,OURO-44,491,Pending
ORD-120591,2025-10-18,OURO-97,332,Paid
ORD-120592,2026-03-07,OURO-11,206,Paid
ORD-120593,2026-07-17,OURO-39,299,Paid
ORD-120594,2026-03-04,OURO-34,303,Paid
ORD-120595,2026-01-21,OURO-20,64,Pending
ORD-120596,2026-07-25,OURO-14,270,Pending
ORD-120597,2025-12-09,OURO-59,482,Paid
ORD-120598,2025-10-17,OURO-13,68,Paid
ORD-120599,2026-01-02,OURO-23,176,Paid
ORD-120600,2026-02-23,OURO-80,394,Pending
ORD-120601,2026-07-22,OURO-89,101,Pending
ORD-120602,2026-06-21,OURO-81,152,Paid
ORD-120603,2026-04-11,OURO-87,422,Pending
ORD-120604,2025-10-24,OURO-99,164,Paid
ORD-120605,2026-06-16,OURO-34,270,Pending
ORD-120606,2026-06-14,OURO-11,428,Paid
ORD-120607,2026-07-14,OURO-81,466,Paid
ORD-120608,2026-01-29,OURO-80,460,Paid
ORD-120609,2026-07-18,OURO-91,380,Paid
ORD-120610,2025-12-01,OURO-71,450,Paid
ORD-120611,2025-12-13,OURO-95,296,Paid
ORD-120612,2026-01-13,OURO-72,223,Pending
ORD-120613,2026-06-22,OURO-17,363,Paid
ORD-120614,2026-04-30,OURO-69,220,Pending
ORD-120615,2026-03-03,OURO-17,134,Pending
ORD-120616,2026-08-16,OURO-94,248,Paid
ORD-120617,2026-05-23,OURO-86,261,Pending
ORD-120618,2026-07-01,OURO-87,335,Paid
ORD-120619,2025-12-23,OURO-53,413,Paid
ORD-120620,2025-12-19,OURO-88,341,Paid
ORD-120621,2026-01-15,OURO-79,308,Pending
ORD-120622,2025-12-10,OURO-50,248,Paid
ORD-120623,2026-05-26,OURO-91,165,Pending
ORD-120624,2026-06-12,OURO-91,255,Paid
ORD-120625,2026-03-06,OURO-90,171,Pending
ORD-120626,2026-03-12,OURO-88,132,Pending
ORD-120627,2025-09-23,OURO-13,204,Paid
ORD-120628,2025-09-22,OURO-94,388,Paid
ORD-120629,2026-04-15,OURO-30,500,Paid
ORD-120630,2026-06-11,OURO-83,326,Paid
ORD-120631,2026-05-26,OURO-69,274,Paid
ORD-120632,2026-09-01,OURO-47,305,Paid
ORD-120633,2026-07-31,OURO-83,325,Paid
ORD-120634,2026-07-20,OURO-62,104,Paid
ORD-120635,2026-06-19,OURO-85,393,Paid
ORD-120636,2026-02-06,OURO-13,466,Paid
ORD-120637,2026-07-10,OURO-90,279,Pending
ORD-120638,2026-03-14,OURO-81,275,Paid
ORD-120639,2026-03-07,OURO-84,329,Paid
ORD-120640,2025-12-28,OURO-59,111,Pending
ORD-120641,2026-04-08,OURO-91,450,Paid
ORD-120642,2026-04-20,OURO-55,487,Paid
ORD-120643,2026-01-11,OURO-10,416,Paid
ORD-120644,2026-09-04,OURO-91,74,Pending
ORD-120645,2026-06-20,OURO-90,479,Pending
ORD-120646,2026-07-16,OURO-27,391,Paid
ORD-120647,2026-02-07,OURO-15,299,Paid
ORD-120648,2026-05-04,OURO-54,315,Pending
ORD-120649,2026-06-29,OURO-48,90,Paid
ORD-120650,2026-06-08,OURO-10,282,Paid
ORD-120651,2025-12-27,OURO-86,317,Paid
ORD-120652,2026-03-22,OURO-59,69,Paid
ORD-120653,2026-02-28,OURO-42,181,Paid
ORD-120654,2026-08-14,OURO-77,389,Pending
ORD-120655,2026-03-08,OURO-36,98,Paid
ORD-120656,2026-08-03,OURO-19,397,Paid
ORD-120657,2026-03-12,OURO-51,86,Paid
ORD-120658,2025-10-31,OURO-96,216,Paid
ORD-120659,2026-07-31,OURO-50,65,Pending
ORD-120660,2025-11-29,OURO-93,315,Paid
ORD-120661,2026-09-09,OURO-70,222,Paid
ORD-120662,2025-12-21,OURO-30,490,Paid
ORD-120663,2025-10-26,OURO-46,466,Pending
ORD-120664,2026-05-12,OURO-35,257,Paid
ORD-120665,2026-07-25,OURO-94,317,Pending
ORD-120666,2026-04-28,OURO-64,275,Paid
ORD-120667,2026-06-26,OURO-51,304,Paid
ORD-120668,2025-11-06,OURO-82,415,Paid
ORD-120669,2026-08-21,OURO-76,95,Paid
ORD-120670,2026-07-17,OURO-18,114,Paid
ORD-120671,2026-05-13,OURO-69,262,Paid
ORD-120672,2026-07-11,OURO-52,73,Pending
ORD-120673,2026-03-25,OURO-63,270,Pending
ORD-120674,2025-11-06,OURO-72,119,Paid
ORD-120675,2025-09-15,OURO-89,89,Paid
ORD-120676,2026-05-26,OURO-73,179,Paid
ORD-120677,2025-11-28,OURO-50,413,Pending
ORD-120678,2026-08-08,OURO-64,308,Pending
ORD-120679,2026-02-04,OURO-44,478,Paid
ORD-120680,2025-12-17,OURO-10,435,Paid
ORD-120681,2026-08-18,OURO-40,476,Paid
ORD-120682,2026-07-10,OURO-30,279,Paid
ORD-120683,2026-07-06,OURO-31,482,Paid
ORD-120684,2026-07-23,OURO-96,413,Paid
ORD-120685,2025-10-20,OURO-80,96,Paid
ORD-120686,2025-10-14,OURO-39,122,Pending
ORD-120687,2026-06-20,OURO-48,82,Pending
ORD-120688,2026-07-03,OURO-12,66,Paid
ORD-120689,2026-05-22,OURO-24,62,Paid
ORD-120690,2026-06-15,OURO-98,459,Paid
ORD-120691,2026-08-07,OURO-79,113,Paid
ORD-120692,2026-03-09,OURO-75,464,Paid
ORD-120693,2025-12-09,OURO-98,99,Paid
ORD-120694,2026-01-15,OURO-61,58,Paid
ORD-120695,2025-10-14,OURO-11,226,Paid
ORD-120696,2025-12-14,OURO-96,465,Paid
ORD-120697,2025-09-30,OURO-52,176,Paid
ORD-120698,2026-01-02,OURO-85,118,Pending
ORD-120699,2026-08-14,OURO-14,443,Pending
ORD-120700,2026-04-28,OURO-79,257,Paid
ORD-120701,2026-03-12,OURO-76,173,Paid
ORD-120702,2026-08-30,OURO-65,246,Paid
ORD-120703,2025-12-28,OURO-69,54,Paid
ORD-120704,2025-10-07,OURO-77,453,Pending
ORD-120705,2026-05-04,OURO-17,456,Pending
ORD-120706,2026-06-04,OURO-91,89,Pending
ORD-120707,2026-02-04,OURO-85,212,Paid
ORD-120708,2025-10-18,OURO-71,336,Pending
ORD-120709,2026-06-07,OURO-72,394,Paid
ORD-120710,2025-09-22,OURO-89,75,Paid
ORD-120711,2026-01-24,OURO-32,326,Paid
ORD-120712,2025-12-26,OURO-93,155,Pending
ORD-120713,2026-03-27,OURO-88,479,Paid
ORD-120714,2026-04-29,OURO-15,283,Pending
ORD-120715,2026-06-10,OURO-95,418,Pending
ORD-120716,2026-08-01,OURO-70,222,Pending
ORD-120717,2026-03-24,OURO-41,391,Paid
ORD-120718,2026-02-19,OURO-96,381,Paid
ORD-120719,2026-04-07,OURO-62,498,Paid
ORD-120720,2026-06-01,OURO-78,252,Paid
ORD-120721,2026-01-09,OURO-36,50,Paid
ORD-120722,2025-11-06,OURO-18,125,Paid
ORD-120723,2026-03-15,OURO-43,66,Paid
ORD-120724,2026-02-25,OURO-29,360,Paid
ORD-120725,2025-12-17,OURO-71,285,Paid
ORD-120726,2026-04-19,OURO-65,65,Paid
ORD-120727,2026-04-08,OURO-87,124,Paid
ORD-120728,2025-11-08,OURO-35,458,Paid
ORD-120729,2026-01-15,OURO-17,143,Paid
ORD-120730,2025-12-09,OURO-81,461,Paid
